block_id	offset	encoded_length	text
84	1926	60	SEARCHING THE LAB, YOU FIND SKETCHES OF A GUN TITLED, 'RAPID-LOADING BOLT GUN.'
84	2007	57	A WEAPONS LABORATORY. NO ONE IS HERE. SMALL PARTS LIE ON TABLES EVERYWHERE.
84	2079	47	SEARCHING THE LAB, YOU FIND PARTS OF A DISMANTLED LASER RIFLE.
84	2130	40	IT MIGHT BE POSSIBLE TO ASSEMBLE THE GUN. DO YOU TRY?
84	2176	8	WHO TRIES?
84	2216	22	REASSEMBLES THE LASER RIFLE!
84	2265	33	HOPELESSLY RUINS THE LASER GUN COMPONENTS.
84	2320	16	AN EMPTY PHYSICS LAB.
84	2348	13	A CHEMISTRY LAB.
84	2375	42	A PURGE SCIENTIST IS WORKING AT THE FAR END OF THE ROOM.
84	2426	5	ATTACK
84	2433	6	CAPTURE
84	2441	4	LEAVE
84	2463	18	AS YOU MOVE TO ATTACK,
84	2484	68	THE SCIENTIST LOOKS UP. STARTLED, HE TURNS AND KNOCKS OVER A BEAKER FULL OF A GREEN FLUID.
84	2559	10	IT EXPLODES!
84	2574	30	GAS FILLS THE ROOM. THE SCIENTIST FALLS.
84	2608	58	THE GAS LEAVES AN OILY FILM THAT SEEMS TO SEEP INTO THE JOINTS OF YOUR ARMOR.
84	2691	23	YOU SNEAK UP ON THE SCIENTIST.
84	2814	62	WITH A BRIEF STRUGGLE, YOU SUBDUE THE SURPRISED SCIENTIST. DO YOU INTERROGATE HIM?
84	2885	119	WHEN HE SEES THAT HE IS OUTNUMBERED, THE SCIENTIST QUICKLY GIVES YOU HIS INFORMATION. 'DR MALCOLN, IS PROBABLY IN HIS LAB NEAR THE SOUTH END OF THE BUILDING!'
84	3008	36	HE PLEADS WITH YOU. 'P-PLEASE DON'T KILL ME...'
84	3053	6	KILL HIM
84	3061	8	TIE HIM UP
84	3084	18	YOU KILL THE SCIENTIST.
84	3116	42	YOU TIE THE SCIENTIST UP AND HIDE HIM BEHIND A COUNTER.
84	3172	14	YOU LEAVE THE LAB.
84	3202	15	AN EMPTY BOTANY LAB.
84	3229	16	AN EMPTY BIOLOGY LAB.
84	3257	9	A MEDIA LAB.
84	3280	36	PURGE SCIENTISTS ARE GATHERED AROUND A TABLE.
84	3324	3	WAIT
84	3329	5	ATTACK
84	3336	4	LEAVE
84	3358	127	ONE OF THE SCIENTISTS ADDRESSES THE OTHERS. 'AS YOU CAN SEE, THE PAPER SEEMS COMPLETELY BLANK. BUT THE WORDS WRITTEN IN INFRA-RED INK ARE STILL PERCEIVED SUBCONSCIOUSLY.
84	3581	68	HE LOOKS UP AND SEES YOU. 'WHAT? AGENTS OF NEO? QUICKLY, FRIENDS, WE MUST ELIMINATE THEM!'
84	3653	42	THE SCIENTISTS ATTACK. THEY ARE JOINED BY PURGE GUARDS.
84	3748	31	AUDIO AND VIDEO CAPSULES ARE STORED HERE.
84	3791	25	A RESTING LOUNGE. NO ONE IS HERE.
84	3828	45	A MEETING ROOM. A LARGE TABLE SURROUNDED BY CHAIRS IS HERE.
84	3885	12	A COMPUTER LAB.
84	3949	49	NOTICES A NOTE PAD SITTING AT THE COMPUTER DESK ACROSS THE ROOM.
84	4014	36	YOU FIND A NOTE PAD SITTING ON THE COMPUTER DESK
84	4053	10	WHAT YOU READ
84	4086	12	A BROOM CLOSET.
84	4124	98	AS YOU ENTER THE ROOM, HANIBL SOOTH RISES FROM A CHAIR. HE PULLS A CLUSTER OF ELECTRODES FROM HIS SCALP. A TECHNICIAN ATTENDS HIM.
84	4323	81	SOOTH REGARDS HIM DISDAINFULLY. 'OF COURSE, FOOL! ETERNAL LIFE WOULD SUIT ANYONE!' HE TURNS TO LOOK AT YOU.
84	4512	56	GUARDS POUR IN FROM THE NEXT ROOM! HANIBL SOOTH AND THE TECHNICIAN ATTACK!
84	4610	15	YOU ARE DRIVEN BACK.
84	4643	42	THE BODY OF THE PURGE COMMANDER, HANIBL SOOTH, LIES HERE
84	4737	20	PURGE GUARDS MAKE A STAND!
84	4828	32	YOU HEAR HANIBL SOOTH'S VOICE TO THE EAST!
84	4886	84	ACROSS THE ROOM, A GROUP OF SCIENTISTS ARE GATHERED AROUND A WALL SPEAKER. HANIBL SOOTH'S VOICE ISSUES FROM IT.
84	5209	45	A SCIENTIST SPEAKS. YOU RECOGNIZE HIM AS DR. JEROD MALCOLN!
84	5291	60	DR. MALCOLN BEGINS PULLING ON ARMOR. THE OTHER SCIENTISTS MOVE ACROSS THE ROOM.
84	5432	20	DR. JEROD MALCOLN ATTACKS!
84	5540	14	DR. MALCOLN'S LAB.
84	5568	26	THE SCIENTISTS REGROUP AND ATTACK!
84	5612	26	THE SCREEN OF THIS COMPUTER READS:
84	5684	22	THESE COMPUTERS ARE INACTIVE.
84	5718	22	THE SIGN OVER THE DOOR READS:
84	5797	60	YOU ENTER THE MAIN COMPUTER TRUNK. THE MONITORS HERE FLICKER WITH MAD ACTIVITY.
84	5865	107	SOOTH.DOP, HANIBL SOOTH'S DIGITAL PERSONALITY, IS TRYING TO SHUT DOWN THE SYSTEM! YOU HEAR HIS VOICE COMING FROM MANY SMALL COMPUTER SPEAKERS.
84	6135	42	SUDDENLY, SILENCE DESCENDS. THE COMPUTER ACTIVITY STOPS.
84	6198	24	THE MAIN COMPUTER IS SHUT DOWN.
84	6223	22	AJEUBAXEAT#RS SHBAT!XBT8P5
84	6227	21	THE TERMINAL HERE IS ACTIVE.
84	6265	31	SOOTH.DOP'S VOICE ISSUES FROM A SPEAKER.
84	6628	33	DO YOU TRY TO RETRIEVE DR. MALCOLN'S NOTES?
84	6667	8	WHO TRIES?
84	6693	24	SITS AT THE COMPUTER TERMINAL.
84	6721	20	THE COMPUTER SCREEN READS:
84	6795	7	SEE FILES
84	6804	5	UP LVL
84	6843	16	CAN'T. SOMEONE ELSE?
84	6927	7	SEE FILES
84	6936	5	UP LVL
84	6943	6	DOWN LVL
84	7035	7	SEE FILES
84	7044	5	UP LVL
84	7051	6	DOWN LVL
84	7142	7	SEE FILES
84	7151	6	DOWN LVL
84	7187	15	YOU ACCESS THE FILE.
84	7306	33	SOOTH.DOP SPEAKS. 'SEE? YOU ARE POWERLESS!'
84	7548	8	WHAT FILE?
84	7614	8	WHAT FILE?
84	7704	51	SOOTH.DOP LAUGHS. 'THIS IS WHAT YOU SEEK. BUT GET IT, YOU WILL NOT!
84	7763	48	WITH SOOTH.DOP DEAD, YOU ARE ABLE TO RETRIEVE THE EFANITE FILE!
84	7821	18	THE COMPUTER SHUTS DOWN.
84	7850	8	WHAT FILE?
84	7909	8	WHAT FILE?
84	7986	63	NOTICES A WEAKNESS IN SOOTH.DOP'S DEFENSE OF THIS FILE. DO YOU TRY TO RETRIEVE IT?
84	8071	26	ACCESSES THE BUG NINE VIRUS FILE.
84	8142	89	SOOTH.DOP SPEAKS. 'GOOD GOD! THE BUG NINE PROGRAM...BUT, NO, IT COULDN'T POSSIBLY BE DONE YET! FAH, IT CAN'T HARM ME!'
84	8291	12	RUNS BUG NINE!
84	8318	84	SOOTH.DOP SPEAKS CONFIDENTLY. 'YOU SEE, NEO BOOBS, I AM UNHARME1010! BUG N1NE IS 0N1Y IN A D0VEL0PMENT STAG001!
84	8483	24	SOOTH.DOP HAS BEEN OVERWRITTEN!
84	8534	33	LEAVES THE COMPUTER. DOES SOMEONE ELSE TRY?
84	8576	75	AS YOU LEAVE SOOTH.DOP SPEAKS. 'SEE HOW EASILY GENNIE LOVERS ARE DEFEATED BY ONE OF PURE HUMANITY!'
84	8747	42	IS IN NO CONDITION TO CONTINUE! DOES SOMEONE ELSE TRY?
84	8802	59	SOOTH.DOP ELECTRIFIES THE CONSOLE! 'YOU LEFT ME AN OPENING, INCOMPETENT FOOL!'
95	154	66	THE VENUSIAN DINOSAUR, STILL FEARED BY THE LOWLANDERS, IS NOW ALMOST CERTAINLY EXTINCT.'
95	227	67	ON EARTH, TOXIN LEVELS HAVE BECOME SO HIGH THAT LIFE IS CERTAINLY DOOMED WITHIN DECADES.'
95	301	52	THE HIGHLY ENGINEERED STORMRIDERS ARE, IN TURN, EXPERTS IN GENETICS.'
95	360	78	THE BATTLER, WITH ITS 240 WEAPONS AND WEIGHING IN AT 5,000 TONS, IS THE SYSTEM'S MOST FORMIDABLE SHIP.'
95	445	79	STORMRIDERS, ONCE RESTRICTED TO JUPITER, ARE ESTABLISHING COLONIES ON SOME OF THE MORE REMOTE ASTEROIDS.'
95	531	67	LUNARIAN SECURITY IS THE STRICTEST IN THE SOLAR SYSTEM. EXPECT A GREAT DEAL OF RED TAPE.'
95	605	81	RECENT BIOENGINEERING REPORTS SUGGEST THAT TRAVEL TO THE OUTER PLANETS MAY SOON BE AN EVERYDAY OCCURRENCE.'
95	693	74	THE AMALTHEANS MAINTAIN THE STORMRIDERS AS A SLAVE CLASS. A PROFITABLE, THOUGH DANGEROUS, POLICY.'
95	962	85	YOU OVERHEAR SOMEONE SAY, 'YEAH, ME AND KILLER KANE GREW UP TOGETHER IN LOSANGELORG. HE'S A DECENT SORT, REALLY.'
95	1054	102	THE TINKER NEXT TO YOU SAYS, 'JUST GOT BACK FROM A LOWLANDER VILLAGE ON VENUS. I DON'T THINK THEY'RE HALF AS PRIMITIVE AS THEY LET ON.'
95	1163	89	YOU CATCH THE TAIL END OF A CONVERSATION. '...PROUD TO BE A MEMBER. BIOENGINEERED HUMANS ARE A SCOURGE, NOTHING MORE.'
95	1401	120	AN OLD ROCKET JOCK SAYS, 'SEE THIS SCAR? GOT THAT WHEN I SAID MOON-DOGGIE INSTEAD OF DOG DRIVER TO HAIL A TAXI. I TELL YA', LUNARIANS AREN'T TO BE MESSED WITH.'
95	1663	25	LOWLIFES INSULT YOU, THEN ATTACK!
95	1774	18	SECURITY THROWS YOU OUT.
95	1818	21	PIRATES FACE OFF WITH YOU.
95	1847	4	FIGHT
95	1853	4	LEAVE
95	2043	65	A WOMAN TELLS YOU ABOUT A GENETICS LAB BEING DESTROYED, THE THIRD IN LESS THAN A WEEK.
95	2195	107	ON THE TABLE IS A SMALL PAMPHLET DECLAIMING GENNIES, BLAMING THEM FOR EVERYTHING FROM THE DETERIORATION OF MORALS TO A SLOWING OF THE ECONOMY.
95	2614	123	A TECH SPEAKS EXCITEDLY. 'I GOT SOMETHING HUGE AND ALIEN ON MY SCANNERS LAST TIME I WAS IN THE BELT. IT COULDN'T HAVE BEEN A BATTLER. MUST BE FROM ANOTHER SYSTEM.'
95	2770	60	WILMA DEERING SPOTS YOU AND CALLS YOU TO HER TABLE. 'IT IS GOOD THAT I SAW YOU.'
95	3144	30	NOTICES A MOVEMENT BEHIND THE TABLES.
95	3182	9	INVESTIGATE
95	3193	3	WAIT
95	3198	4	LEAVE
95	3246	29	RAM ASSASSINS SCURRY FROM THE SHADOWS.
95	3292	29	RAM ASSASSINS LEAP UP IN FRONT OF YOU.
95	3366	42	YOU RUN INTO SCOT.DOS AS YOU SEARCH THE COMPUTER BANKS.
95	3803	23	YOU ARE IN THE MAIN PORT AREA.
95	3836	5	LAUNCH
95	3843	5	REPAIR
95	3850	3	FUEL
95	3855	3	AMMO
95	3860	6	MED SUP
95	3868	3	EXIT
95	3898	27	YOU PREPARE YOUR SHIP FOR LAUNCH...
95	3994	9	NEO ACCT.:
95	4241	6	CHOOSE:
95	4255	6	ESTIMATE
95	4263	5	REPAIR
95	4270	3	DONE
95	4291	9	HULL:
95	4308	9	SENSORS:
95	4325	9	CONTROLS:
95	4342	9	LIFESUP:
95	4359	9	ENGINES:
95	4376	9	WEAPONS:
95	4417	10	WHICH SYSTEM?
95	4435	3	HULL
95	4440	3	SENS
95	4445	3	CONT
95	4450	3	LIFE
95	4455	3	ENGN
95	4460	3	WEAP
95	4465	3	DONE
95	4544	6	HULL HAS
95	4605	9	SENSORS HAVE
95	4669	10	CONTROLS HAVE
95	4735	12	LIFE SUPPORT HAS
95	4803	8	ENGINE HAS
95	4821	10	WHICH WEAPON?
95	4839	6	K-CANNON
95	4847	6	MISSILE
95	4855	4	LASER
95	4861	3	DONE
95	5098	12	BEEN REPAIRED.
95	5118	21	THIS SYSTEM IS NOT DAMAGED.
95	5147	30	YOU NEED MORE MONEY TO FIX THIS SYSTEM.
95	5185	12	NEO ACCT.:
95	5211	14	FUEL CAPACITY: 450
95	5229	11	CURRENT FUEL:
95	5249	20	COST: 20 CR PER FUEL UNIT.
95	5277	5	REFUEL
95	5284	3	DONE
95	5309	18	THE FUEL TANKS ARE FULL.
95	5343	9	REFUELING...
95	5422	16	YOU RAN OUT OF MONEY.
95	5446	9	NEO ACCT.:
95	5469	14	K-CANNON RELOADS:
95	5491	14	MISSILE RELOADS :
95	5514	10	RELOAD COSTS:
95	5528	24	K-CANNON: 1500    MISSILE:  300
95	5560	6	K-CANNON
95	5568	6	MISSILE
95	5576	3	DONE
95	5697	9	NEO ACCT.:
95	5720	20	CURRENT MEDICAL SUPPLIES:
95	5749	18	EACH UNIT COSTS 2000 CR.
95	5780	3	DONE
95	5848	15	YOU NEED MORE MONEY.
95	5968	31	THE PATRONS GLARE AT YOU UNTIL YOU LEAVE.
95	6051	9	THEY ATTACK!
95	6065	16	IT IS FULLY SUPPLIED.
96	736	19	PIRATES PATROL THE AREA.
96	763	5	ATTACK
96	770	3	HIDE
96	775	7	MOVE AWAY
96	841	11	THEY FIND YOU.
96	878	23	HYPER-CRABS APPEAR BEFORE YOU.
96	952	14	YOU HEAR FIGHTING
96	976	12	IN THE DISTANCE
96	991	9	BEHIND YOU.
96	1074	39	A FIREFIGHT RAGES BETWEEN PIRATES AND STORMRIDERS.
96	1132	5	ATTACK
96	1139	12	DISTRACT PIRATES
96	1153	4	LEAVE
96	1186	5	ATTACK
96	1193	4	LEAVE
96	1294	86	E HELD OUT MUCH LONGER. THE PIRATES HAVE BEGUN ROUNDING US UP, KNOWING THAT THEY CANNOT RUN THIS SHIP WITHOUT OUR
96	1496	82	THE PIRATES TURN THEIR ATTENTION TO YOU. THE STORMRIDERS, TOO, SEEM SURPRISED AS ALL EYES ARE STARING AT YOU.
96	1624	104	THE PIRATES ADMIT THEY ONLY WANT THE STORMRIDERS TO GET THE SHIP GOING, AND IF YOU CAN DO THAT, THEY WON'T ATTACK THE STORMRIDERS ANYMORE.
96	1732	96	THE STORMRIDERS SAY THEY WERE ONLY DEFENDING THEMSELVES, AND IF THE PIRATES RETURN CONTROL OF THE SHIP TO THEM, THEY WILL HELP.
96	1850	59	BUT BOTH AGREE THAT THEY WILL DO NOTHING UNTIL THEIR SUPERIORS HAVE APPROVED.
96	1936	73	THE OTHER STORMRIDERS ARE BEING HELD EAST DOWN THE PASSAGE. RELEASE THEM, THEN WE CAN TALK MORE.'
96	2023	30	PIRATES STAND OVER THE DEAD STORMRIDERS.
96	2098	22	PIRATES STORM UP THE PASSAGE.
96	2141	33	NATBAKKA FALLS AS THE FIRST VOLLEY ERUPTS.
96	2325	84	TECHS FIRE SONIC STUNNERS INTO THE WALLS WHERE NERVES ARE EXPOSED. EACH BLAST CAUSES THE SHIP TO LURCH FORWARD.
96	2417	5	ATTACK
96	2424	3	HIDE
96	2429	3	TALK
96	2434	4	LEAVE
96	2474	17	THE TECHS NOTICE YOU.
96	2563	114	ONE TECH SAYS, 'I DON'T KNOW HOW MUCH LONGER WE'LL BE ABLE TO DRIVE THE SHIP THIS WAY. IT'S GETTING HARDER AND HARDER TO GET A REACTION FROM THE NERVES.
96	2772	5	ATTACK
96	2779	4	TALK
96	2785	4	LEAVE
96	3093	40	YOU COULD TRY TO FIX THE GEAR. THAT WOULD BE A HELP.
96	3141	56	THEY PROMISE TO WAIT AND SEE WHAT YOU CAN DO BEFORE THEY DO ANYTHING ELSE.
96	3267	45	THE TECHS ARE STILL WAITING TO SEE WHAT THEIR CAPTAIN SAYS.
96	3317	30	TECHS RUSH TOWARD YOU FROM THE ALCOVES.
96	3367	28	THE PIRATES HOLD THE PROPULSION AREA.
96	3442	29	ODDLY SHAPED EQUIPMENT IS STORED HERE.
96	3500	16	MUCH OF IT IS BROKEN.
96	3527	29	DRUM CYLINDERS STAND NEXT TO THE WALL.
96	3560	36	TONE MODULATORS ARE AT THE CENTER OF THE ROOM.
96	3599	18	DO YOU TRY TO FIX THEM?
96	3623	16	WHO WILL REPAIR THEM?
96	3691	29	THE CYLINDERS BEGIN TO THUMP STEADILY.
96	3724	22	THE MODULATOR BEGINS TO PURR.
96	3758	33	EXAMINING IT, YOU SEE IT HOPELESSLY WRECKED.
96	3813	66	YOU HEAR THE SURLY BARK OF PIRATES, THEN THE PLEAS OF A STORMRIDER. DO YOU FOLLOW THEM?
96	4012	24	THEY DISAPPEAR INTO THE SHADOWS.
96	4060	27	YOU SEE THE PIRATES AND STORMRIDER
96	4091	17	CONTINUE TO THE NORTH.
96	4112	46	IN THE EAST CORRIDOR. THEY GO IN THE FIRST DOOR ON THE RIGHT.
96	4194	30	SOUNDS OF FIGHTING COME FROM YOUR RIGHT.
96	4246	21	THE BOARDING TUBE IS SEALED.
96	4302	41	THE PIRATES HAVE IMPRISONED THE STORMRIDER CREW HERE.
96	4351	5	ATTACK
96	4358	3	TALK
96	4363	4	LEAVE
96	4426	24	THE PIRATES GRAB THEIR WEAPONS.
96	4500	42	YOU RELEASE THE STORMRIDERS. THEY TELL YOU WHAT HAPPENED
96	4545	9	THEIR STORY
96	4844	86	E NOT DRIVEN THE SHIP TOTALLY INSANE WITH THEIR STUNNERS. OTHERWISE, WE MAY HAVE TO USE THEM TO STEER THE SHIP AS
96	5072	110	THEY GRUMBLE A BIT BUT SAY THEY WILL DO WHAT THEY CAN. 'IT WILL BE UP TO OUR LEADERS TO DECIDE, ONCE WE GET THE COMMUNICATIONS EQUIPMENT WORKING.'
96	5186	59	THE PIRATES LEAVE, SAYING THEY WILL TALK TO THEIR LEADER AND SEE WHAT HE SAYS.
96	5259	61	THE STORMRIDERS LEAVE, SAYING THEY HAD HOPED NEO WOULD BE AN HONEST ORGANIZATION.
96	5328	147	THEY BELIEVE WHAT YOU SAY AND TELL YOU HOW THEY WANT TO TAKE THE SHIP TO THE OUTER PLANETS TO START THEIR OWN COLONY. 'WE DON'T WANT TO BE HOUNDED LIKE VERMIN ANYMORE, ONLY TO HAVE OUR OWN PLACE.'
96	5479	76	THEY OFFER TO LET THE STORMRIDERS GO IF YOU CONVINCE THEM TO HELP THEM REPAIR THE SHIP. DO YOU AGREE?
96	5612	54	THE NERVE ENDINGS FOR THE SHIP'S PROPULSION SYSTEM ARE RAW AND EXPOSED.
96	5697	9	TREAT DAMAGE
96	5708	9	USE STUNNER
96	5719	6	NOTHING
96	5826	45	YOU FEEL A CONTENTED SIGH PASS THROUGH THE FLESH AROUND YOU.
96	5894	30	DO YOU USE A SONIC STUNNER ON THE NERVE?
96	5945	16	NO ONE HAS A STUNNER.
96	5977	13	SEARCH THE AREA?
96	6014	53	YOU BLAST THE NERVE AND IT CONVULSES BRIEFLY. THE SHIP BEGINS TO MOVE.
96	6116	44	THE STORMRIDERS THANK YOU MANY TIMES FOR ALL YOU'VE DONE.
96	6192	81	AS THE STORMRIDERS CONGRATULATE YOU, THE PIRATES MAKE A LAST DESPERATE ATTEMPT TO GAIN CONTROL OF THE SHIP.
96	6357	108	STORMRIDERS REJOICE IN EARNEST NOW, DANCING ABOUT YOU AND LAUDING YOU AS GREAT HEROES. AFTER A WHILE, THEY SETTLE DOWN AND ONE COMES UP TO YOU.
96	6654	27	YOU RUN OUT OF THE PROPULSION AREA.
96	6757	101	IN YOUR QUARTERS, YOU WAIT OUT THE LONG JOURNEY TO JUPITER, WATCHING THE SUN GROW EVER MORE DISTANT AND TAKING THE TIME TO RECUPERATE.
96	6866	58	THE DAYS PASS UNTIL, FINALLY, THE GAS GIANT THAT IS JUPITER SWELLS INTO VIEW.
96	6957	57	BOTS ARE IN VARIOUS STAGES OF REPAIR. THOSE STILL FUNCTIONING COME TO LIFE.
96	7091	38	A GROUP OF TECHS IS BUSY FIDDLING WITH SOME GEAR.
96	7137	5	ATTACK
96	7144	3	TALK
96	7149	4	LEAVE
96	7200	69	YOU EXAMINE THE GEAR THE TECHS WERE WORKING ON. THEY ARE STRANGELY SHAPED. DO YOU TAKE THEM?
96	7336	21	WHAT DO YOU ASK THEM ABOUT?
96	7365	3	GEAR
96	7370	8	THEMSELVES
96	7380	5	ADVICE
96	7532	102	YOU SUCCEED IN MAKING SOME TOOLS. THEY ARE UNORTHODOX LOOKING, BUT, AS THE TECHS HAND SOME TO YOU, THEY ASSURE YOU THAT THEY WILL HELP.
96	7946	39	THE TECHS GO BACK TO FIDDLING WITH THEIR EQUIPMENT.
96	8007	23	THE ROOM SMELLS OF ANTISEPTIC.
96	8043	35	MEDICAL SUPPLIES ARE SCATTERED ABOUT THE ROOM.
96	8111	48	THE AUTODOC LAYS TOPPLED ON THE FLOOR. DO YOU TRY TO REPAIR IT?
96	8195	32	THE AUTODOC ASKS IF YOU NEED TO BE HEALED.
96	8236	21	THE AUTODOC HEALS THE TEAM.
96	8281	22	THE AUTODOC IS BEYOND REPAIR.
96	8335	41	CARGO FILLS THIS AREA. MUCH OF IT HAS BEEN RANSACKED.
96	8402	12	SEARCH THE ROOM?
96	8554	20	YOU FIND NOTHING OF VALUE.
96	8666	9	THEY ATTACK!
96	8744	21	DO YOU USE THE TECHS' GEAR?
96	8816	17	WHAT DO YOU TRY TO DO?
96	8841	8	INTIMIDATE
96	8851	6	CONVINCE
96	8886	18	WHO WILL DO THE TALKING?
96	8928	36	IS IN NO SHAPE FOR THAT. WILL SOMEONE ELSE TRY?
96	8976	10	WHO WILL TRY?
96	9060	12	SHARPLY DOWNWARD
96	9082	5	UPWARD
96	9093	14	THE PASSAGE LEADS
96	9180	15	YOU FIND A STUNNER.
97	64	9	PE:PE:BPDB
97	356	120	NATBAKKA WELCOMES YOU TO THE FUNGUS ASTEROID. 'IT IS GOOD TO SEE YOU AGAIN. ALREADY, I HAVE ACTIVATED THE LIGHT BEACON WHICH WILL BRING IN YOUR TRANSPORTATION.
97	486	86	E THE HONOR OF BEING THE FIRST NON-JOVIAN PASSENGERS ON OUR LIVING SHIP. SONICS ARE THE KEY TO ITS CONTROL AS YOU
97	1010	18	PIRATES COME INTO VIEW.
97	1036	5	ATTACK
97	1043	3	HIDE
97	1048	7	MOVE AWAY
97	1113	19	THE PIRATES DISCOVER YOU.
97	1158	26	ROBOTS RESPOND TO THE TECHS ALARM.
97	1216	45	YOU HEAR THE BUZZING HUM OF ROBOTS JUST BEFORE THEY APPEAR.
97	1286	12	DO YOU WISH TO
97	1315	17	ENTER THE LIVING SHIP?
97	1341	84	YOU MAKE THE LONG CLIMB UP THE BOARDING TUBE. AS YOU ENTER THE SHIP, THE TUBE SEALS BEHIND YOU. NATBAKKA SPEAKS.
97	1444	15	RETURN TO YOUR SHIP?
97	1485	21	YOU ENTER THE CONTROL ROOM.
97	1529	73	NATBAKKA SITS AT THE BEACON CONTROLS AND STARES INTENTLY AT THE VID-SCREEN. DO YOU APPROACH HER?
97	1628	18	THESE ARE CREW QUARTERS.
97	1659	22	THE PLAQUE ON THE WALL READS,
97	1686	19	STORMRIDER QUARTERS.
97	1741	99	NATBAKKA LOOKS UP FROM THE CONSOLE. 'NOTHING YET... WAIT, HERE IT COMES. STRANGE, IT SEEMS OFF COURSE. LET ME TRY TO GET A VISUAL.'
97	1852	150	THE LIVING SHIP APPEARS ON THE VID-SCREEN. ITS IMMENSE SIZE IS NOT AT FIRST DISCERNABLE, UNTIL IT SWERVES IN ITS PATH TO ENGULF AN ASTEROID. YOU REALIZE IT COULD EASILY DO THE SAME TO A HEAVY CRUISER.
97	2006	123	NATBAKKA BEGINS TO FRANTICALLY WORK THE CONTROLS. 'IT IS OUT OF CONTROL. IT IS HEADING RIGHT FOR US AND NOT SLOWING DOWN. THE SHIP DOES NOT RESPOND TO MY COMMANDS.'
97	2542	104	THE SHIP CONTINUES TO BARREL IN ON THE ASTEROID. ITS MOUTH GAPES WIDE AND SUDDENLY THERE IS A TREMENDOUS SHOCK AS IT DEVOURS THE ASTEROID.
97	2720	128	YOU ARE SWEPT INTO THE LIVING SHIP AND FIND YOURSELF IN A CAVERNOUS CHAMBER OF LIVING WALLS. ALL AROUND YOU IS THE DEBRIS FROM THE ASTEROID BASE. YOU CANNOT SEE NATBAKKA.
97	2945	23	CREW QUARTERS. THEY ARE EMPTY.
97	2995	24	PIRATES JUMP FROM THEIR BUNKS.
97	3027	5	ATTACK
97	3034	3	TALK
97	3039	4	LEAVE
97	3061	18	THEY DON'T WANT TO TALK.
97	3585	25	TECHS ARE ASLEEP ON THEIR BUNKS.
97	3618	5	ATTACK
97	3625	3	WAKE
97	3630	4	LEAVE
97	3652	16	THEY SCREAM FOR HELP.
97	3725	27	YOU ROUSE THEM OUT OF THEIR BUNKS.
97	3845	40	THEY STARE AT YOU, DAZED. WHAT DO YOU ASK THEM ABOUT?
97	3893	9	LIVING SHIP
97	3904	6	PIRATES
97	3912	9	STORMRIDERS
97	3951	17	THEY GATHER AROUND YOU
97	3971	9	THEIR STORY
97	4027	90	PIRATES HAVE JUST FINISHED CHANGING OUT OF SPACESUITS AND INTO THEIR BODY ARMOR. WITH A CRIES FOR REVENGE, THEY ATTACK!
97	4147	79	PIRATES, OR WHAT REMAINS OF THEM AFTER BEING EXPOSED TO THE VACUUM OF SPACE, LAY LIFELESS ON THEIR BUNKS.
97	4231	27	OFFICER'S QUARTERS. THEY ARE EMPTY.
97	4272	15	DO YOU SEARCH THEM?
97	4332	111	YOU FIND A LOG DISK WHICH RECORDS THE PIRATES PLANS TO GO TO JUPITER. THE FIRST ENTRY READS, 'THEBE, THE FOURTH MOON OF JUPITER, IS OUR DESTINATION.
97	4486	84	RED OF OUR KIND. PERHAPS THE RINGERS AND SPACERS, THEMSELVES OUTCASTS, WILL SYMPATHIZE WITH OUR PLIGHT.JQJUY51
97	4691	128	STORMRIDERS ARE GATHERED BEHIND THE FURNITURE. 'THE PIRATES HOLD THE CONTROL ROOM ON THE NEXT LEVEL UP. I THINK THEY ARE MAD. THEY KEEP TALKING OF FREEDOM, BUT FROM WHAT?
97	4924	39	DO YOU SUGGEST TRYING TO COOPERATE WITH THE PIRATES?
97	5023	71	YOU EXPLAIN HOW VALUABLE THE PIRATES WOULD BE AS ALLIES IN THEIR FIGHT AGAINST THE AMALTHEANS.
97	5126	85	THE STORMRIDERS SAY THEY HAVE ENOUGH WORRIES WITH THE AMALTHEANS AND DON'T NEED ANY LOOSE CANNONS RUNNING AROUND.
97	5273	43	PIRATE OFFICERS ARE DISCUSSING THEIR PLANS FOR THE SHIP.
97	5337	5	ATTACK
97	5344	3	TALK
97	5349	4	LEAVE
97	5371	32	THE PIRATES LEAP UP FROM THEIR DISCUSSION.
97	5460	19	DO YOU SEARCH THE BODIES?
97	5485	29	YOU FIND A SECURITY PASS OF SOME SORT.
97	5979	41	YOU FIND NATBAKKA'S BODY BENEATH SOME OF THE WRECKAGE.
97	6056	51	YOU STUMBLE ACROSS SOME WRECKAGE FROM THE MAELSTROM RIDER'S ENGINES.
97	6141	25	HYPER-CRABS RISE FROM THE DEBRIS.
97	6236	64	THE REMAINING PIRATES ARE PLANNING AN ASSAULT ON THE BRIDGE. SEEING YOU, THEY ATTACK!
97	6353	108	STORMRIDERS RUSH INTO THE ROOM, TOO LATE TO HELP IN THE FIGHT. THEY REJOICE AT YOUR VICTORY, DANCING ABOUT YOU AND LAUDING YOU AS GREAT HEROES.
97	6465	69	AFTER A WHILE THEY SHOW YOU TO COMFORTABLE QUARTERS WHERE YOU CAN SPEND THE JOURNEY AT EASE.
